tour,prix_propose,prix_plancher,budget_client,marge_actuelle,marge_pct,reaction_client,action_agent,reward,deal_conclu,popularite_dest,saison,phase,negociation_id,destination,nb_personnes
3,4670,4399,4423,271,5.8,accepte,aucune,6.5,True,0.95,haute,1,798,"La Mecque, Arabie Saoudite",2
1,2520,2142,2775,378,15.0,accepte,aucune,12.5,True,0.8,basse,1,799,"Istanbul, Turquie",2
1,4104,3672,3047,432,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,basse,1,800,"Dubai, EAU",2
2,3899,3672,3047,227,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,basse,1,800,"Dubai, EAU",2
3,3704,3672,3047,32,0.86,trop_cher,reduire_5_pct,-6.5,False,0.85,basse,1,800,"Dubai, EAU",2
4,3672,3672,3047,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.85,basse,2,800,"Dubai, EAU",2
5,3420,3672,3047,-252,-7.37,trop_cher,proposer_hotels,-7.5,False,0.85,basse,2,800,"Dubai, EAU",2
6,3420,3672,3047,-252,-7.37,trop_cher,proposer_transport,-8.0,False,0.85,basse,2,800,"Dubai, EAU",2
7,3420,3672,3047,-252,-7.37,trop_cher,retirer_excursion,-8.5,False,0.85,basse,2,800,"Dubai, EAU",2
8,3420,3672,3047,-252,-7.37,trop_cher,retirer_assurance,-9.0,False,0.85,basse,2,800,"Dubai, EAU",2
9,3420,3672,3047,-252,-7.37,trop_cher,refuser_negociation,-9.5,False,0.85,basse,3,800,"Dubai, EAU",2
1,3220,2737,3707,483,15.0,accepte,aucune,12.5,True,0.78,haute,1,801,"Rome, Italie",4
1,2520,2142,2833,378,15.0,accepte,aucune,12.5,True,0.8,basse,1,802,"Istanbul, Turquie",1
1,2308,2065,1776,243,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,basse,1,803,"Paris, France",2
2,2193,2065,1776,128,5.84,trop_cher,reduire_5_pct,-6.0,False,0.9,basse,1,803,"Paris, France",2
3,2083,2065,1776,18,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,basse,1,803,"Paris, France",2
4,2065,2065,1776,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,basse,2,803,"Paris, France",2
5,1900,2065,1776,-165,-8.68,trop_cher,proposer_hotels,-7.5,False,0.9,basse,2,803,"Paris, France",2
6,1890,2065,1776,-175,-9.26,trop_cher,proposer_transport,-8.0,False,0.9,basse,2,803,"Paris, France",2
7,1890,2065,1776,-175,-9.26,trop_cher,retirer_excursion,-8.5,False,0.9,basse,2,803,"Paris, France",2
8,1890,2065,1776,-175,-9.26,trop_cher,retirer_assurance,-9.0,False,0.9,basse,2,803,"Paris, France",2
9,1890,2065,1776,-175,-9.26,accepte,aucune,-3.5,True,0.9,basse,1,803,"Paris, France",2
1,3600,3060,3947,540,15.0,accepte,aucune,12.5,True,0.82,basse,1,804,Thailande,2
1,2351,2104,2244,247,10.51,trop_cher,reduire_5_pct,-5.5,False,0.76,basse,1,805,"Barcelone, Espagne",1
2,2233,2104,2244,129,5.78,trop_cher,reduire_5_pct,-6.0,False,0.76,basse,1,805,"Barcelone, Espagne",1
3,2233,2104,2244,129,5.78,accepte,aucune,6.5,True,0.76,basse,1,805,"Barcelone, Espagne",1
1,4916,4399,4305,517,10.52,trop_cher,reduire_5_pct,-5.5,False,0.95,haute,1,806,"La Mecque, Arabie Saoudite",1
2,4670,4399,4305,271,5.8,trop_cher,reduire_5_pct,-6.0,False,0.95,haute,1,806,"La Mecque, Arabie Saoudite",1
3,4436,4399,4305,37,0.83,trop_cher,reduire_5_pct,-6.5,False,0.95,haute,1,806,"La Mecque, Arabie Saoudite",1
4,4436,4399,4305,37,0.83,accepte,aucune,3.0,True,0.95,haute,1,806,"La Mecque, Arabie Saoudite",1
1,2949,2638,2548,311,10.55,trop_cher,reduire_5_pct,-5.5,False,0.9,haute,1,807,"Paris, France",3
2,2802,2638,2548,164,5.85,trop_cher,reduire_5_pct,-6.0,False,0.9,haute,1,807,"Paris, France",3
3,2662,2638,2548,24,0.9,trop_cher,reduire_5_pct,-6.5,False,0.9,haute,1,807,"Paris, France",3
4,2638,2638,2548,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,haute,2,807,"Paris, France",3
5,2638,2638,2548,0,0.0,accepte,aucune,2.5,True,0.9,haute,1,807,"Paris, France",3
1,3059,2737,2412,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,haute,1,808,"Rome, Italie",2
2,2906,2737,2412,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,haute,1,808,"Rome, Italie",2
3,2761,2737,2412,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,haute,1,808,"Rome, Italie",2
4,2737,2737,2412,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,haute,2,808,"Rome, Italie",2
5,2530,2737,2412,-207,-8.18,trop_cher,proposer_hotels,-7.5,False,0.78,haute,2,808,"Rome, Italie",2
6,2530,2737,2412,-207,-8.18,trop_cher,proposer_transport,-8.0,False,0.78,haute,2,808,"Rome, Italie",2
7,2530,2737,2412,-207,-8.18,accepte,aucune,-2.5,True,0.78,haute,1,808,"Rome, Italie",2
1,4600,3910,5474,690,15.0,accepte,aucune,12.5,True,0.82,haute,1,809,Thailande,2
1,2800,2380,2858,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,810,"Rome, Italie",4
1,3800,3400,3208,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,811,Thailande,2
2,3610,3400,3208,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,811,Thailande,2
3,3430,3400,3208,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,811,Thailande,2
4,3400,3400,3208,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,811,Thailande,2
5,3128,3400,3208,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,811,Thailande,2
6,3128,3400,3208,-272,-8.7,accepte,aucune,-2.0,True,0.82,moyenne,1,811,Thailande,2
1,2394,2142,2272,252,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,basse,1,812,"Rome, Italie",2
2,2274,2142,2272,132,5.8,trop_cher,reduire_5_pct,-6.0,False,0.78,basse,1,812,"Rome, Italie",2
3,2274,2142,2272,132,5.8,accepte,aucune,6.5,True,0.78,basse,1,812,"Rome, Italie",2
1,2612,2338,2003,274,10.49,trop_cher,reduire_5_pct,-5.5,False,0.76,moyenne,1,813,"Barcelone, Espagne",1
2,2481,2338,2003,143,5.76,trop_cher,reduire_5_pct,-6.0,False,0.76,moyenne,1,813,"Barcelone, Espagne",1
3,2357,2338,2003,19,0.81,trop_cher,reduire_5_pct,-6.5,False,0.76,moyenne,1,813,"Barcelone, Espagne",1
4,2338,2338,2003,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.76,moyenne,2,813,"Barcelone, Espagne",1
5,2151,2338,2003,-187,-8.69,trop_cher,proposer_hotels,-7.5,False,0.76,moyenne,2,813,"Barcelone, Espagne",1
6,2150,2338,2003,-188,-8.74,trop_cher,proposer_transport,-8.0,False,0.76,moyenne,2,813,"Barcelone, Espagne",1
7,2150,2338,2003,-188,-8.74,trop_cher,retirer_excursion,-8.5,False,0.76,moyenne,2,813,"Barcelone, Espagne",1
8,2150,2338,2003,-188,-8.74,trop_cher,retirer_assurance,-9.0,False,0.76,moyenne,2,813,"Barcelone, Espagne",1
9,2150,2338,2003,-188,-8.74,trop_cher,refuser_negociation,-9.5,False,0.76,moyenne,3,813,"Barcelone, Espagne",1
1,5520,4692,6572,828,15.0,accepte,aucune,12.5,True,0.85,haute,1,814,"Dubai, EAU",4
1,4800,4080,5697,720,15.0,accepte,aucune,12.5,True,0.85,moyenne,1,815,"Dubai, EAU",4
1,2699,2294,3152,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,816,"Paris, France",3
1,3059,2737,2610,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,haute,1,817,"Istanbul, Turquie",4
2,2906,2737,2610,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,haute,1,817,"Istanbul, Turquie",4
3,2761,2737,2610,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.8,haute,1,817,"Istanbul, Turquie",4
4,2737,2737,2610,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.8,haute,2,817,"Istanbul, Turquie",4
5,2530,2737,2610,-207,-8.18,trop_cher,proposer_hotels,-7.5,False,0.8,haute,2,817,"Istanbul, Turquie",4
6,2530,2737,2610,-207,-8.18,accepte,aucune,-2.0,True,0.8,haute,1,817,"Istanbul, Turquie",4
1,4000,3400,4274,600,15.0,accepte,aucune,12.5,True,0.82,moyenne,1,818,Thailande,2
1,3220,2737,3393,483,15.0,accepte,aucune,12.5,True,0.8,haute,1,819,"Istanbul, Turquie",1
1,2874,2443,2829,431,15.0,accepte,aucune,12.5,True,0.75,haute,1,820,"Marrakech, Maroc",2
1,2351,2104,1666,247,10.51,trop_cher,reduire_5_pct,-5.5,False,0.76,basse,1,821,"Barcelone, Espagne",2
2,2233,2104,1666,129,5.78,trop_cher,reduire_5_pct,-6.0,False,0.76,basse,1,821,"Barcelone, Espagne",2
3,2121,2104,1666,17,0.8,trop_cher,reduire_5_pct,-6.5,False,0.76,basse,1,821,"Barcelone, Espagne",2
4,2104,2104,1666,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.76,basse,2,821,"Barcelone, Espagne",2
5,1936,2104,1666,-168,-8.68,trop_cher,proposer_hotels,-7.5,False,0.76,basse,2,821,"Barcelone, Espagne",2
6,1935,2104,1666,-169,-8.73,trop_cher,proposer_transport,-8.0,False,0.76,basse,2,821,"Barcelone, Espagne",2
7,1935,2104,1666,-169,-8.73,trop_cher,retirer_excursion,-8.5,False,0.76,basse,2,821,"Barcelone, Espagne",2
8,1935,2104,1666,-169,-8.73,trop_cher,retirer_assurance,-9.0,False,0.76,basse,2,821,"Barcelone, Espagne",2
9,1935,2104,1666,-169,-8.73,trop_cher,refuser_negociation,-9.5,False,0.76,basse,3,821,"Barcelone, Espagne",2
1,2699,2294,2603,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,822,"Paris, France",4
1,4050,3442,4732,608,15.01,accepte,aucune,12.5,True,0.95,basse,1,823,"La Mecque, Arabie Saoudite",2
1,2800,2380,3087,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,824,"Rome, Italie",2
1,2750,2338,3042,412,14.98,accepte,aucune,12.5,True,0.76,moyenne,1,825,"Barcelone, Espagne",2
1,3420,3060,2578,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,826,Thailande,4
2,3249,3060,2578,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,826,Thailande,4
3,3087,3060,2578,27,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,basse,1,826,Thailande,4
4,3060,3060,2578,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,basse,2,826,Thailande,4
5,2815,3060,2578,-245,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,basse,2,826,Thailande,4
6,2790,3060,2578,-270,-9.68,trop_cher,proposer_transport,-8.0,False,0.82,basse,2,826,Thailande,4
7,2790,3060,2578,-270,-9.68,trop_cher,retirer_excursion,-8.5,False,0.82,basse,2,826,Thailande,4
8,2790,3060,2578,-270,-9.68,trop_cher,retirer_assurance,-9.0,False,0.82,basse,2,826,Thailande,4
9,2790,3060,2578,-270,-9.68,trop_cher,refuser_negociation,-9.5,False,0.82,basse,3,826,Thailande,4
1,3848,3442,2710,406,10.55,trop_cher,reduire_5_pct,-5.5,False,0.95,basse,1,827,"La Mecque, Arabie Saoudite",3
2,3656,3442,2710,214,5.85,trop_cher,reduire_5_pct,-6.0,False,0.95,basse,1,827,"La Mecque, Arabie Saoudite",3
3,3473,3442,2710,31,0.89,trop_cher,reduire_5_pct,-6.5,False,0.95,basse,1,827,"La Mecque, Arabie Saoudite",3
4,3442,3442,2710,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.95,basse,2,827,"La Mecque, Arabie Saoudite",3
5,3167,3442,2710,-275,-8.68,trop_cher,proposer_hotels,-7.5,False,0.95,basse,2,827,"La Mecque, Arabie Saoudite",3
6,3150,3442,2710,-292,-9.27,trop_cher,proposer_transport,-8.0,False,0.95,basse,2,827,"La Mecque, Arabie Saoudite",3
7,3150,3442,2710,-292,-9.27,trop_cher,retirer_excursion,-8.5,False,0.95,basse,2,827,"La Mecque, Arabie Saoudite",3
8,3150,3442,2710,-292,-9.27,trop_cher,retirer_assurance,-9.0,False,0.95,basse,2,827,"La Mecque, Arabie Saoudite",3
9,3150,3442,2710,-292,-9.27,trop_cher,refuser_negociation,-9.5,False,0.95,basse,3,827,"La Mecque, Arabie Saoudite",3
1,2520,2142,2677,378,15.0,accepte,aucune,12.5,True,0.78,basse,1,828,"Rome, Italie",1
1,2699,2294,3231,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,829,"Paris, France",2
1,2499,2124,2883,375,15.01,accepte,aucune,12.5,True,0.75,moyenne,1,830,"Marrakech, Maroc",2
1,2800,2380,2734,420,15.0,accepte,aucune,12.5,True,0.8,moyenne,1,831,"Istanbul, Turquie",4
1,2730,2443,2479,287,10.51,trop_cher,reduire_5_pct,-5.5,False,0.75,haute,1,832,"Marrakech, Maroc",4
2,2594,2443,2479,151,5.82,trop_cher,reduire_5_pct,-6.0,False,0.75,haute,1,832,"Marrakech, Maroc",4
3,2464,2443,2479,21,0.85,trop_cher,reduire_5_pct,-6.5,False,0.75,haute,1,832,"Marrakech, Maroc",4
4,2464,2443,2479,21,0.85,accepte,aucune,3.0,True,0.75,haute,1,832,"Marrakech, Maroc",4
1,3420,3060,2923,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,833,Thailande,2
2,3249,3060,2923,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,833,Thailande,2
3,3087,3060,2923,27,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,basse,1,833,Thailande,2
4,3060,3060,2923,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,basse,2,833,Thailande,2
5,3060,3060,2923,0,0.0,accepte,aucune,2.5,True,0.82,basse,1,833,Thailande,2
1,3162,2688,3333,474,14.99,accepte,aucune,12.5,True,0.76,haute,1,834,"Barcelone, Espagne",2
1,3059,2737,2791,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,haute,1,835,"Istanbul, Turquie",2
2,2906,2737,2791,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,haute,1,835,"Istanbul, Turquie",2
3,2761,2737,2791,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.8,haute,1,835,"Istanbul, Turquie",2
4,2761,2737,2791,24,0.87,accepte,aucune,3.0,True,0.8,haute,1,835,"Istanbul, Turquie",2
1,2520,2142,2651,378,15.0,accepte,aucune,12.5,True,0.8,basse,1,836,"Istanbul, Turquie",3
1,4275,3825,3371,450,10.53,trop_cher,reduire_5_pct,-5.5,False,0.95,moyenne,1,837,"La Mecque, Arabie Saoudite",1
2,4061,3825,3371,236,5.81,trop_cher,reduire_5_pct,-6.0,False,0.95,moyenne,1,837,"La Mecque, Arabie Saoudite",1
3,3858,3825,3371,33,0.86,trop_cher,reduire_5_pct,-6.5,False,0.95,moyenne,1,837,"La Mecque, Arabie Saoudite",1
4,3825,3825,3371,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.95,moyenne,2,837,"La Mecque, Arabie Saoudite",1
5,3519,3825,3371,-306,-8.7,trop_cher,proposer_hotels,-7.5,False,0.95,moyenne,2,837,"La Mecque, Arabie Saoudite",1
6,3519,3825,3371,-306,-8.7,accepte,aucune,-2.0,True,0.95,moyenne,1,837,"La Mecque, Arabie Saoudite",1
1,4500,3825,4825,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,838,"La Mecque, Arabie Saoudite",2
1,3059,2737,2432,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,haute,1,839,"Rome, Italie",1
2,2906,2737,2432,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,haute,1,839,"Rome, Italie",1
3,2761,2737,2432,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,haute,1,839,"Rome, Italie",1
4,2737,2737,2432,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,haute,2,839,"Rome, Italie",1
5,2530,2737,2432,-207,-8.18,trop_cher,proposer_hotels,-7.5,False,0.78,haute,2,839,"Rome, Italie",1
6,2530,2737,2432,-207,-8.18,trop_cher,proposer_transport,-8.0,False,0.78,haute,2,839,"Rome, Italie",1
7,2530,2737,2432,-207,-8.18,trop_cher,retirer_excursion,-8.5,False,0.78,haute,2,839,"Rome, Italie",1
8,2530,2737,2432,-207,-8.18,accepte,aucune,-3.0,True,0.78,haute,1,839,"Rome, Italie",1
1,4000,3400,4125,600,15.0,accepte,aucune,12.5,True,0.82,moyenne,1,840,Thailande,4
1,3004,2688,2143,316,10.52,trop_cher,reduire_5_pct,-5.5,False,0.76,haute,1,841,"Barcelone, Espagne",2
2,2854,2688,2143,166,5.82,trop_cher,reduire_5_pct,-6.0,False,0.76,haute,1,841,"Barcelone, Espagne",2
3,2711,2688,2143,23,0.85,trop_cher,reduire_5_pct,-6.5,False,0.76,haute,1,841,"Barcelone, Espagne",2
4,2688,2688,2143,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.76,haute,2,841,"Barcelone, Espagne",2
5,2473,2688,2143,-215,-8.69,trop_cher,proposer_hotels,-7.5,False,0.76,haute,2,841,"Barcelone, Espagne",2
6,2472,2688,2143,-216,-8.74,trop_cher,proposer_transport,-8.0,False,0.76,haute,2,841,"Barcelone, Espagne",2
7,2472,2688,2143,-216,-8.74,trop_cher,retirer_excursion,-8.5,False,0.76,haute,2,841,"Barcelone, Espagne",2
8,2472,2688,2143,-216,-8.74,trop_cher,retirer_assurance,-9.0,False,0.76,haute,2,841,"Barcelone, Espagne",2
9,2472,2688,2143,-216,-8.74,trop_cher,refuser_negociation,-9.5,False,0.76,haute,3,841,"Barcelone, Espagne",2
1,4104,3672,3648,432,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,basse,1,842,"Dubai, EAU",4
2,3899,3672,3648,227,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,basse,1,842,"Dubai, EAU",4
3,3704,3672,3648,32,0.86,trop_cher,reduire_5_pct,-6.5,False,0.85,basse,1,842,"Dubai, EAU",4
4,3704,3672,3648,32,0.86,accepte,aucune,3.0,True,0.85,basse,1,842,"Dubai, EAU",4
1,3600,3060,3899,540,15.0,accepte,aucune,12.5,True,0.82,basse,1,843,Thailande,3
1,4500,3825,5219,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,844,"La Mecque, Arabie Saoudite",4
1,4560,4080,4013,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,845,"Dubai, EAU",4
2,4332,4080,4013,252,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,moyenne,1,845,"Dubai, EAU",4
3,4115,4080,4013,35,0.85,trop_cher,reduire_5_pct,-6.5,False,0.85,moyenne,1,845,"Dubai, EAU",4
4,4115,4080,4013,35,0.85,accepte,aucune,3.0,True,0.85,moyenne,1,845,"Dubai, EAU",4
1,2949,2638,2134,311,10.55,trop_cher,reduire_5_pct,-5.5,False,0.9,haute,1,846,"Paris, France",4
2,2802,2638,2134,164,5.85,trop_cher,reduire_5_pct,-6.0,False,0.9,haute,1,846,"Paris, France",4
3,2662,2638,2134,24,0.9,trop_cher,reduire_5_pct,-6.5,False,0.9,haute,1,846,"Paris, France",4
4,2638,2638,2134,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,haute,2,846,"Paris, France",4
5,2427,2638,2134,-211,-8.69,trop_cher,proposer_hotels,-7.5,False,0.9,haute,2,846,"Paris, France",4
6,2415,2638,2134,-223,-9.23,trop_cher,proposer_transport,-8.0,False,0.9,haute,2,846,"Paris, France",4
7,2415,2638,2134,-223,-9.23,trop_cher,retirer_excursion,-8.5,False,0.9,haute,2,846,"Paris, France",4
8,2415,2638,2134,-223,-9.23,trop_cher,retirer_assurance,-9.0,False,0.9,haute,2,846,"Paris, France",4
9,2415,2638,2134,-223,-9.23,trop_cher,refuser_negociation,-9.5,False,0.9,haute,3,846,"Paris, France",4
1,3059,2737,2505,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,haute,1,847,"Rome, Italie",2
2,2906,2737,2505,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,haute,1,847,"Rome, Italie",2
3,2761,2737,2505,24,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,haute,1,847,"Rome, Italie",2
4,2737,2737,2505,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,haute,2,847,"Rome, Italie",2
5,2530,2737,2505,-207,-8.18,trop_cher,proposer_hotels,-7.5,False,0.78,haute,2,847,"Rome, Italie",2
6,2530,2737,2505,-207,-8.18,accepte,aucune,-2.0,True,0.78,haute,1,847,"Rome, Italie",2
1,2374,2124,2001,250,10.53,trop_cher,reduire_5_pct,-5.5,False,0.75,moyenne,1,848,"Marrakech, Maroc",2
2,2255,2124,2001,131,5.81,trop_cher,reduire_5_pct,-6.0,False,0.75,moyenne,1,848,"Marrakech, Maroc",2
3,2142,2124,2001,18,0.84,trop_cher,reduire_5_pct,-6.5,False,0.75,moyenne,1,848,"Marrakech, Maroc",2
4,2124,2124,2001,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.75,moyenne,2,848,"Marrakech, Maroc",2
5,1954,2124,2001,-170,-8.7,trop_cher,proposer_hotels,-7.5,False,0.75,moyenne,2,848,"Marrakech, Maroc",2
6,1954,2124,2001,-170,-8.7,accepte,aucune,-2.0,True,0.75,moyenne,1,848,"Marrakech, Maroc",2
1,2699,2294,2577,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,849,"Paris, France",2
1,4320,3672,4433,648,15.0,accepte,aucune,12.5,True,0.85,basse,1,850,"Dubai, EAU",2
1,4560,4080,4517,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,851,"Dubai, EAU",4
2,4560,4080,4517,480,10.53,accepte,aucune,12.0,True,0.85,moyenne,1,851,"Dubai, EAU",4
1,2374,2124,1616,250,10.53,trop_cher,reduire_5_pct,-5.5,False,0.75,moyenne,1,852,"Marrakech, Maroc",3
2,2255,2124,1616,131,5.81,trop_cher,reduire_5_pct,-6.0,False,0.75,moyenne,1,852,"Marrakech, Maroc",3
3,2142,2124,1616,18,0.84,trop_cher,reduire_5_pct,-6.5,False,0.75,moyenne,1,852,"Marrakech, Maroc",3
4,2124,2124,1616,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.75,moyenne,2,852,"Marrakech, Maroc",3
5,1954,2124,1616,-170,-8.7,trop_cher,proposer_hotels,-7.5,False,0.75,moyenne,2,852,"Marrakech, Maroc",3
6,1900,2124,1616,-224,-11.79,trop_cher,proposer_transport,-8.0,False,0.75,moyenne,2,852,"Marrakech, Maroc",3
7,1900,2124,1616,-224,-11.79,trop_cher,retirer_excursion,-8.5,False,0.75,moyenne,2,852,"Marrakech, Maroc",3
8,1900,2124,1616,-224,-11.79,trop_cher,retirer_assurance,-9.0,False,0.75,moyenne,2,852,"Marrakech, Maroc",3
9,1900,2124,1616,-224,-11.79,trop_cher,refuser_negociation,-9.5,False,0.75,moyenne,3,852,"Marrakech, Maroc",3
1,2612,2338,2228,274,10.49,trop_cher,reduire_5_pct,-5.5,False,0.76,moyenne,1,853,"Barcelone, Espagne",2
2,2481,2338,2228,143,5.76,trop_cher,reduire_5_pct,-6.0,False,0.76,moyenne,1,853,"Barcelone, Espagne",2
3,2357,2338,2228,19,0.81,trop_cher,reduire_5_pct,-6.5,False,0.76,moyenne,1,853,"Barcelone, Espagne",2
4,2338,2338,2228,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.76,moyenne,2,853,"Barcelone, Espagne",2
5,2151,2338,2228,-187,-8.69,trop_cher,proposer_hotels,-7.5,False,0.76,moyenne,2,853,"Barcelone, Espagne",2
6,2151,2338,2228,-187,-8.69,accepte,aucune,-2.0,True,0.76,moyenne,1,853,"Barcelone, Espagne",2
1,2800,2380,2808,420,15.0,accepte,aucune,12.5,True,0.8,moyenne,1,854,"Istanbul, Turquie",4
1,2394,2142,2218,252,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,basse,1,855,"Rome, Italie",4
2,2274,2142,2218,132,5.8,trop_cher,reduire_5_pct,-6.0,False,0.78,basse,1,855,"Rome, Italie",4
3,2274,2142,2218,132,5.8,accepte,aucune,6.5,True,0.78,basse,1,855,"Rome, Italie",4
1,2660,2380,2592,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,856,"Rome, Italie",2
2,2660,2380,2592,280,10.53,accepte,aucune,12.0,True,0.78,moyenne,1,856,"Rome, Italie",2
1,3420,3060,2954,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,857,Thailande,1
2,3249,3060,2954,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,857,Thailande,1
3,3087,3060,2954,27,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,basse,1,857,Thailande,1
4,3060,3060,2954,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,basse,2,857,Thailande,1
5,3060,3060,2954,0,0.0,accepte,aucune,2.5,True,0.82,basse,1,857,Thailande,1
1,4104,3672,3055,432,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,basse,1,858,"Dubai, EAU",3
2,3899,3672,3055,227,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,basse,1,858,"Dubai, EAU",3
3,3704,3672,3055,32,0.86,trop_cher,reduire_5_pct,-6.5,False,0.85,basse,1,858,"Dubai, EAU",3
4,3672,3672,3055,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.85,basse,2,858,"Dubai, EAU",3
5,3420,3672,3055,-252,-7.37,trop_cher,proposer_hotels,-7.5,False,0.85,basse,2,858,"Dubai, EAU",3
6,3420,3672,3055,-252,-7.37,trop_cher,proposer_transport,-8.0,False,0.85,basse,2,858,"Dubai, EAU",3
7,3420,3672,3055,-252,-7.37,trop_cher,retirer_excursion,-8.5,False,0.85,basse,2,858,"Dubai, EAU",3
8,3420,3672,3055,-252,-7.37,trop_cher,retirer_assurance,-9.0,False,0.85,basse,2,858,"Dubai, EAU",3
9,3420,3672,3055,-252,-7.37,trop_cher,refuser_negociation,-9.5,False,0.85,basse,3,858,"Dubai, EAU",3
1,2499,2124,2848,375,15.01,accepte,aucune,12.5,True,0.75,moyenne,1,859,"Marrakech, Maroc",2
1,2800,2380,3226,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,860,"Rome, Italie",2
1,3800,3400,3455,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,861,Thailande,2
2,3610,3400,3455,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,861,Thailande,2
3,3610,3400,3455,210,5.82,accepte,aucune,6.5,True,0.82,moyenne,1,861,Thailande,2
1,2612,2338,1961,274,10.49,trop_cher,reduire_5_pct,-5.5,False,0.76,moyenne,1,862,"Barcelone, Espagne",1
2,2481,2338,1961,143,5.76,trop_cher,reduire_5_pct,-6.0,False,0.76,moyenne,1,862,"Barcelone, Espagne",1
3,2357,2338,1961,19,0.81,trop_cher,reduire_5_pct,-6.5,False,0.76,moyenne,1,862,"Barcelone, Espagne",1
